,N (kg/ha),P (kg/ha),K (kg/ha),Temperature (°C),Humidity (%),pH,Rainfall (mm),label,Governorate,Irrigation,Fertilizer Plant,Flood,Sprinkler,Drip,Planting Season,Growing Season,Harvest Season,Area (ha),Fertilizer (kg),Pesticide (kg),Yield (t/ha),Year,Month,Date,Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),District
3963,131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,7255.0,1111828.75,2539.25,1.156,2022,5,2022-05-01,21.9,10.1,0.4,19.5,District I (Nord-Ouest)
3964,106,49,24,23.03887865,76.47039772,6.983395572999999,90.64770699,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,4350818.0,684992785.9,1653310.84,1.647407407,2021,9,2021-09-17,36.6,25.1,0.0,14.3,District I (Nord-Ouest)
3965,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,229264.0,36095324.16,87120.32,7.576153846,2024,12,2024-12-02,17.8,8.5,0.5,15.2,District I (Nord-Ouest)
3966,23,21,26,26.45488737,93.45042636,5.901495543999999,149.2220255,coconut,Sfax,Flood,Ten-Twenty Six-Twenty Six,best,medium,bad,summer,summer,autumn,610324.0,104829250.2,225819.88,8344.984,2022,9,2022-09-28,28.4,17.8,0.0,21.1,District IV (Sud-Ouest)
3967,52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,99.0,15642.0,32.67,0.7121212121212122,2024,3,2024-03-05,21.8,7.6,0.0,13.1,District III (Centre/Sahel)
3968,21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,6136.0,969488.0,2024.88,11.398058252427184,2022,10,2022-10-12,28.4,22.0,0.0,15.1,District IV (Sud-Ouest)
3969,100,50,80,15.0,50.0,6.0,300.0,processing tomato,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,17000.0,2686000.0,5610.0,65.0,2022,5,2022-05-03,25.9,11.9,4.2,13.1,District I (Nord-Ouest)
3970,85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,253.0,39974.0,83.49000000000001,2.7555555555555555,2023,4,2023-04-20,20.3,15.0,6.7,19.2,District I (Nord-Ouest)
3971,25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,16.0,2595.2,5.6,0.59,2021,2,2021-02-23,17.9,14.0,0.2,29.9,District IV (Sud-Ouest)
3972,32,137,204,22.86006627,93.12859895,5.824151692999999,117.7296726,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,6582.0,1039956.0,2172.06,31.7050505050505,2021,11,2021-11-28,16.6,9.2,0.0,25.0,District II (Grand Tunis et ses environs)
3973,29,38,37,17.75,65.91,6.75,400.57,peas,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,30968.0,4875601.92,11767.84,0.903703704,2021,2,2021-02-07,24.2,12.6,0.8,26.8,District IV (Sud-Ouest)
3974,91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,606.0,95748.0,199.98,2.814141414141414,2022,3,2022-03-07,14.9,6.3,1.2,11.6,District I (Nord-Ouest)
3975,90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,480.0,75840.0,158.4,31.434343434343432,2022,7,2022-07-20,39.7,25.1,0.0,21.1,District I (Nord-Ouest)
3976,89,9,47,29.47156259,90.77069618,6.6683827660000015,28.75226067,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,490.0,77420.0,161.70000000000002,22.24242424242424,2022,11,2022-11-03,30.1,13.0,0.0,11.5,District I (Nord-Ouest)
3977,31,33,29,32.74,56.02,6.53,663.93,green gram,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,4972.0,785128.52,1640.76,0.292727273,2021,3,2021-03-25,18.2,8.8,0.0,23.2,District IV (Sud-Ouest)
3978,35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya,Kasserine,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,677.0,106966.0,223.41,62.72727272727273,2020,5,2020-05-30,32.4,22.6,0.0,22.7,District III (Centre/Sahel)
3979,64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,741258.0,116703659.5,281678.04,3.887692308,2020,12,2020-12-28,18.3,5.9,0.0,17.1,District II (Grand Tunis et ses environs)
3980,123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,2721598.0,429767540.2,898127.34,2.913333333,2022,12,2022-12-29,20.6,4.4,0.0,7.2,District I (Nord-Ouest)
3981,12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,840.0,132720.0,277.2,1.3181818181818183,2022,3,2022-03-10,15.8,5.8,0.0,19.4,District IV (Sud-Ouest)
3982,34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,8300.0,1311400.0,2739.0,10.555555555555555,2021,1,2021-01-09,27.3,11.1,0.0,21.2,District II (Grand Tunis et ses environs)
3983,115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,970.0,153260.0,320.1,29.313131313131315,2022,5,2022-05-11,21.8,11.0,0.8,9.0,District I (Nord-Ouest)
3984,8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,Gabes,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,15.0,2298.75,5.25,0.176666667,2024,12,2024-12-14,20.8,9.1,0.0,17.2,District V (Sud)
3985,36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,65.0,10270.0,21.45,0.7929292929292929,2020,3,2020-03-04,19.1,10.4,0.2,37.8,District IV (Sud-Ouest)
3986,20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram,Sfax,Drip,DAP,bad,medium,best,summer,summer,autumn,73.0,11534.0,24.09,0.8232323232323233,2021,8,2021-08-18,32.9,26.9,0.0,27.0,District IV (Sud-Ouest)
3987,24,67,22,20.120043,22.89845607,5.618844277000001,104.6252153,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,410.0,64780.0,135.3,1.0050505050505052,2022,5,2022-05-03,28.0,12.3,0.1,15.1,District IV (Sud-Ouest)
3988,51,72,75,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,52054.0,7977275.5,18218.9,1.09625,2021,2,2021-02-26,16.9,7.2,0.0,11.7,District II (Grand Tunis et ses environs)
3989,9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,3100.0,489800.0,1023.0,14.22222222222222,2024,11,2024-11-30,18.0,11.1,0.8,16.6,District II (Grand Tunis et ses environs)
3990,20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange,Gabes,Drip,Twenty Eight-Twenty Eight,bad,medium,best,spring,summer,autumn,19607.0,3097906.0,6470.31,18.48686868686869,2023,11,2023-11-14,27.8,15.0,0.0,15.8,District V (Sud)
3991,167,83,127,25.0,67.0,7.0,567.0,barley,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,2500.0,394775.0,825.0,1.408571429,2021,10,2021-10-06,26.8,18.0,0.3,20.9,District I (Nord-Ouest)
3992,31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,75.0,11850.0,24.75,1.2333333333333334,2021,2,2021-02-03,24.1,7.7,0.0,15.2,District IV (Sud-Ouest)
3993,70,68,55,42.84609252,94.63548176,6.691202286,78.80996390000001,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,193.0,30494.0,63.690000000000005,32.72727272727273,2022,4,2022-04-28,18.6,13.4,0.2,14.1,District II (Grand Tunis et ses environs)
3994,95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,830.0,131140.0,273.90000000000003,19.83838383838384,2020,2,2020-02-25,24.7,4.2,0.0,17.1,District I (Nord-Ouest)
3995,1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,14755.0,2331290.0,4869.150000000001,9.276767676767676,2023,10,2023-10-03,28.9,18.6,0.0,12.2,District II (Grand Tunis et ses environs)
3996,22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,1824.0,288027.84,601.92,1.07,2022,7,2022-07-29,38.0,21.4,0.0,15.7,District III (Centre/Sahel)
3997,50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,89.0,14062.0,29.37,0.5353535353535354,2020,8,2020-08-14,39.7,24.5,0.0,14.3,District III (Centre/Sahel)
3998,4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,7585.0,1198430.0,2503.05,14.810679611650484,2020,2,2020-02-13,17.8,9.5,0.0,14.1,District IV (Sud-Ouest)
3999,29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,15036.0,2375688.0,4961.88,15.894949494949492,2024,11,2024-11-29,20.2,13.0,0.2,16.5,District II (Grand Tunis et ses environs)
4000,24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,7100.0,1121800.0,2343.0,12.333333333333332,2020,4,2020-04-16,25.3,12.9,0.0,15.5,District II (Grand Tunis et ses environs)
4001,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,6522.0,1030476.0,2152.26,15.179611650485436,2020,8,2020-08-22,32.4,25.2,0.0,19.6,District IV (Sud-Ouest)
4002,21,20,31,25.60033702,99.7240104,5.855457599,165.82487319999996,coconut,Sfax,Flood,Ten-Twenty Six-Twenty Six,best,medium,bad,summer,summer,autumn,20800.0,3572608.0,7696.0,7582.287813,2022,9,2022-09-26,33.6,25.1,0.3,27.3,District IV (Sud-Ouest)
4003,84,27,29,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,859.0,135722.0,283.47,0.705050505050505,2023,10,2023-10-26,24.7,19.9,0.9,31.7,District I (Nord-Ouest)
4004,11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,127374.0,20125092.0,42033.420000000006,12.737373737373735,2022,9,2022-09-21,31.8,23.2,0.1,31.0,District IV (Sud-Ouest)
4005,102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,1194.0,188652.0,394.02,52.98155339805825,2024,5,2024-05-06,32.6,14.2,0.2,17.9,District I (Nord-Ouest)
4006,80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,Bizerte,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,51103.0,8069674.73,16863.99,16.6337037,2021,2,2021-02-19,19.1,10.6,0.0,17.4,District I (Nord-Ouest)
4007,11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,3900.0,616200.0,1287.0,13.444444444444445,2024,11,2024-11-08,24.4,15.8,0.0,9.0,District II (Grand Tunis et ses environs)
4008,28,23,28,30.01821337,50.09831810000001,5.676032581,96.08745082,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,43340.0,6847720.0,14302.2,12.494949494949497,2020,3,2020-03-17,18.3,14.5,2.8,38.6,District IV (Sud-Ouest)
4009,40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate,Mahdia,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,7488.0,1183104.0,2471.04,15.364077669902912,2022,3,2022-03-25,17.4,9.3,0.1,26.1,District III (Centre/Sahel)
4010,30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,300.0,47400.0,99.0,11.333333333333332,2022,8,2022-08-11,32.3,23.3,1.9,12.7,District II (Grand Tunis et ses environs)
4011,5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,2636.0,416488.0,869.88,14.191919191919194,2022,7,2022-07-01,35.2,25.6,0.0,20.5,District IV (Sud-Ouest)
4012,24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,40080.0,6332640.0,13226.4,0.9236363636363636,2023,1,2023-01-22,11.9,4.3,0.1,18.7,District IV (Sud-Ouest)
4013,69,64,47,40.21199348,94.50766912,6.993473247000001,186.6762324,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,112.0,17696.0,36.96,69.54545454545455,2023,6,2023-06-30,31.9,21.3,0.0,20.1,District II (Grand Tunis et ses environs)
4014,16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,41.0,6478.0,13.53,1.2,2020,2,2020-02-24,24.0,9.3,0.0,16.4,District IV (Sud-Ouest)
4015,97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,314.0,49612.0,103.62,1.3494949494949493,2023,5,2023-05-28,29.9,14.8,1.1,21.6,District I (Nord-Ouest)
4016,26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,4045.0,639110.0,1334.85,14.056565656565656,2021,3,2021-03-03,17.5,11.2,0.0,20.0,District II (Grand Tunis et ses environs)
4017,42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,59367.0,9374642.97,19591.11,1.020666667,2020,1,2020-01-25,18.3,7.5,0.0,7.4,District II (Grand Tunis et ses environs)
4018,29,132,204,23.08950736,90.22507299,6.0967531,108.2166601,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,15036.0,2375688.0,4961.88,15.894949494949492,2021,6,2021-06-27,40.9,24.3,0.0,21.4,District II (Grand Tunis et ses environs)
4019,8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,30210.0,4773180.0,9969.3,13.94949494949495,2024,4,2024-04-30,23.0,16.8,0.4,25.5,District IV (Sud-Ouest)
4020,18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,1227.0,193866.0,404.91,23.61616161616161,2021,10,2021-10-28,20.0,14.1,2.5,9.6,District II (Grand Tunis et ses environs)
4021,18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,4300.0,679400.0,1419.0,9.46116504854369,2022,9,2022-09-11,32.9,24.9,0.0,20.8,District IV (Sud-Ouest)
4022,28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,11827.0,1868666.0,3902.91,14.757575757575758,2021,11,2021-11-21,20.6,11.5,0.5,19.7,District IV (Sud-Ouest)
4023,117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,748.0,118184.0,246.84,2.228282828282828,2021,1,2021-01-08,21.8,10.9,0.0,23.0,District I (Nord-Ouest)
4024,112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,384.0,60672.0,126.72,1.0272727272727271,2024,3,2024-03-02,19.1,4.3,0.0,12.6,District I (Nord-Ouest)
4025,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana,Jendouba,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,3376.0,517372.0,1181.6,55.18416667,2022,11,2022-11-02,27.6,10.9,0.0,7.7,District I (Nord-Ouest)
4026,27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,97442.0,15341268.48,37027.96,1.520666667,2021,2,2021-02-28,17.5,9.0,0.0,16.8,District II (Grand Tunis et ses environs)
4027,118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,788.0,124504.0,260.04,3.2828282828282824,2024,5,2024-05-20,27.8,16.5,0.0,25.5,District I (Nord-Ouest)
4028,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,Kef,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,1091587.0,172372503.2,360223.71,2.7225,2021,8,2021-08-29,29.5,19.8,0.2,15.7,District I (Nord-Ouest)
4029,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,Kef,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,1296051.0,210219472.2,453617.85,2.882413793,2022,2,2022-02-01,7.7,4.0,1.7,33.4,District I (Nord-Ouest)
4030,77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,Bizerte,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,107276.0,16889533.44,40764.88,4.422307692,2023,11,2023-11-28,18.1,15.8,5.1,31.4,District I (Nord-Ouest)
4031,21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange,Medenine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,28500.0,4503000.0,9405.0,20.7979797979798,2023,9,2023-09-01,31.4,23.3,0.0,24.0,District V (Sud)
4032,127,37,18,24.87663664,76.30050373,7.041065585,91.9223468,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,789.0,135518.64,291.93,0.674444444,2021,6,2021-06-04,40.5,21.5,0.0,23.3,District I (Nord-Ouest)
4033,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,400873.0,65021600.6,140305.55,2.645,2023,9,2023-09-14,34.9,22.4,0.2,14.9,District II (Grand Tunis et ses environs)
4034,22,67,22,29.03017561,64.49166566,7.475926645,54.93937710000001,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,52801.0,8342558.0,17424.33,1.021818181818182,2023,5,2023-05-20,24.4,14.4,0.9,28.6,District IV (Sud-Ouest)
4035,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,Sidi Bouzid,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,15858.0,2504136.78,5233.14,0.720769231,2024,12,2024-12-26,14.9,5.4,0.0,22.5,District IV (Sud-Ouest)
4036,100,50,80,15.0,50.0,6.0,300.0,almond,Jendouba,Drip,Urea,bad,medium,best,winter,spring,spring,466700.0,73738600.0,154011.0,1.7833333333333332,2023,6,2023-06-11,29.8,18.9,0.1,16.8,District I (Nord-Ouest)
4037,49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,43970.0,7552287.2,16268.9,1.168888889,2023,6,2023-06-09,31.5,20.5,0.6,17.0,District II (Grand Tunis et ses environs)
4038,108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,7112.0,1123055.92,2346.96,10.28909091,2023,10,2023-10-12,31.6,16.5,0.0,16.1,District I (Nord-Ouest)
4039,94,5,55,28.5854649,91.89216849,6.085682343999999,26.88372572,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,860.0,135880.0,283.8,23.232323232323232,2021,10,2021-10-29,23.5,10.3,0.0,12.0,District I (Nord-Ouest)
4040,10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,8273.0,1307134.0,2730.09,25.822222222222223,2022,4,2022-04-18,19.5,10.3,0.2,21.7,District II (Grand Tunis et ses environs)
4041,44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,51.0,8058.0,16.830000000000002,0.7171717171717171,2020,2,2020-02-06,17.8,7.1,0.0,18.9,District III (Centre/Sahel)
4042,34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,36.0,5688.0,11.88,0.8080808080808082,2024,7,2024-07-21,42.9,24.3,0.0,23.1,District IV (Sud-Ouest)
4043,34,66,17,18.81097271,21.27833035,5.889614577000001,125.084915,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,290.0,45820.0,95.7,0.5,2021,8,2021-08-20,38.2,22.1,0.3,19.6,District IV (Sud-Ouest)
4044,28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,47.0,7426.0,15.510000000000002,0.893939393939394,2022,7,2022-07-22,37.2,23.1,0.0,17.3,District IV (Sud-Ouest)
4045,107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,162.0,25596.0,53.46,3.2535353535353533,2022,2,2022-02-14,20.5,7.8,0.0,9.9,District I (Nord-Ouest)
4046,25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,360.0,56880.0,118.8,1.1161616161616164,2024,10,2024-10-17,29.8,18.8,0.1,12.1,District IV (Sud-Ouest)
4047,40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,Kasserine,Drip,DAP,bad,medium,best,spring,summer,autumn,320.0,50560.0,105.6,0.803030303030303,2023,6,2023-06-22,36.5,21.4,0.0,13.7,District III (Centre/Sahel)
4048,109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,4286.0,677188.0,1414.38,47.98640776699029,2023,4,2023-04-27,29.0,13.9,0.0,15.1,District I (Nord-Ouest)
4049,113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,130.0,21086.0,45.5,0.615,2020,7,2020-07-27,40.0,23.6,0.0,18.4,District I (Nord-Ouest)
4050,69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,576.0,91008.0,190.08,70.45454545454545,2024,5,2024-05-31,32.7,17.2,0.0,22.0,District II (Grand Tunis et ses environs)
4051,200,100,150,30.0,75.0,7.5,700.0,sugar beet,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,20400.0,3223200.0,6732.0,50.0,2021,8,2021-08-10,46.8,26.9,0.0,18.0,District I (Nord-Ouest)
4052,117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,300.0,47400.0,99.0,30.02020202020202,2023,12,2023-12-19,14.0,10.3,8.8,9.2,District I (Nord-Ouest)
4053,54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,596.0,94168.0,196.68,39.09090909090909,2024,4,2024-04-15,25.6,15.7,0.0,22.5,District II (Grand Tunis et ses environs)
4054,122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,54.0,9275.04,19.98,1.51,2024,2,2024-02-22,16.9,4.1,0.0,10.8,District I (Nord-Ouest)
4055,32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,960.0,151680.0,316.8,1.3080808080808082,2023,7,2023-07-31,39.3,25.9,0.0,19.0,District IV (Sud-Ouest)
4056,44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,31.0,4898.0,10.23,0.9848484848484848,2021,5,2021-05-31,33.7,16.1,0.0,13.4,District III (Centre/Sahel)
4057,25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,900.0,142200.0,297.0,5.888888888888889,2023,8,2023-08-11,33.5,19.4,0.0,19.4,District II (Grand Tunis et ses environs)
4058,120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,420.0,66360.0,138.6,25.63636363636364,2022,5,2022-05-18,32.4,16.1,0.0,15.1,District I (Nord-Ouest)
4059,100,40,35,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,960.0,151680.0,316.8,2.1111111111111107,2023,5,2023-05-03,21.9,12.7,0.0,22.9,District I (Nord-Ouest)
